time_s,unix_time,gripper_command,gripper_position,gripper_error,present_current_raw,present_load_raw,present_voltage_raw,on_motor_total,not_motor_total,combined_total,asymmetry,abs_current,abs_load,aligned_time_s,eflesh_smooth,current_smooth,voltage_smooth,position_smooth,eflesh_above_contact,actual_extra_closure,rigid_equivalent,estimated_deformation,squeeze
18.27723908424377,1788289428.1562166,13.193116634799235,16.082603254067585,-2.88948661926835,18,200,116,21276.265778124907,19831.76933753933,41108.03511566424,0.0351390290613804,18,200,18.273955821990967,41108.03511566424,20.0,116.0,16.082603254067585,16193.919160006055,3.3792240300375482,8.937626622152013,-5.558402592114465,1
18.327283143997192,1788289428.2062607,13.193116634799235,16.082603254067585,-2.88948661926835,24,200,116,21331.51417946312,19889.60628924246,41221.12046870558,0.0349798325185103,24,200,18.323999881744385,41221.12046870558,20.0,116.0,16.082603254067585,16307.004513047392,3.3792240300375482,8.937875409928704,-5.558651379891156,1
18.37752628326416,1788289428.2565038,13.193116634799235,16.020025031289112,-2.826908396489877,20,196,117,21385.40831481952,19942.01542041233,41327.423735231845,0.0349257893173893,20,196,18.374243021011356,41327.423735231845,20.0,117.0,16.020025031289112,16413.307779573657,3.4418022528160215,8.938109277115062,-5.496307024299041,1
18.427499532699585,1788289428.306477,13.193116634799235,15.95744680851064,-2.764330173711404,22,192,117,21618.18851577003,20153.76763896039,41771.95615473042,0.0350575125422706,22,192,18.424216270446777,41771.95615473042,20.0,117.0,15.95744680851064,16857.84019907223,3.504380475594493,8.939087248437959,-5.434706772843466,1
18.47756862640381,1788289428.3565462,13.193116634799235,15.95744680851064,-2.764330173711404,16,192,117,21636.54996584489,20173.98215844341,41810.53212428831,0.0349808465257932,16,192,18.474285364151,41810.53212428831,19.0,117.0,15.95744680851064,16896.41616863012,3.504380475594493,8.939172115570987,-5.434791639976494,1
18.527618646621704,1788289428.4065962,13.193116634799235,15.95744680851064,-2.764330173711404,16,192,116,21643.247406881364,20187.80464296708,41831.05204984844,0.0347933578667801,16,192,18.524335384368896,41831.05204984844,17.0,117.0,15.95744680851064,16916.936094190252,3.504380475594493,8.939217259407219,-5.434836783812726,1
18.577613592147827,1788289428.4565911,13.129381771829191,15.95744680851064,-2.828065036681448,19,192,117,21671.571835635383,20219.30606308917,41890.87789872456,0.0346678285438947,19,192,18.57433032989502,41890.87789872456,17.0,117.0,15.95744680851064,16976.761943066373,3.504380475594493,8.939348876274746,-5.434968400680253,1
18.627604246139526,1788289428.5065818,13.129381771829191,15.95744680851064,-2.828065036681448,17,196,117,21688.17773653441,20243.183858577133,41931.361595111535,0.034460933844937,17,196,18.62432098388672,41931.361595111535,17.0,116.0,15.95744680851064,17017.245639453347,3.504380475594493,8.939437940406798,-5.435057464812305,1
18.67760157585144,1788289428.556579,13.129381771829191,15.95744680851064,-2.828065036681448,17,196,116,21709.96934909424,20250.25043066097,41960.21977975521,0.0347881618851182,17,196,18.674318313598636,41960.21977975521,19.0,117.0,15.95744680851064,17046.10382409702,3.504380475594493,8.939501428413013,-5.4351209528185205,1
18.7278573513031,1788289428.606835,13.129381771829191,15.95744680851064,-2.828065036681448,23,196,116,21721.634898473083,20265.84654075505,41987.48143922814,0.0346719619233439,23,196,18.724574089050293,41987.48143922814,18.0,116.0,15.95744680851064,17073.365483569953,3.504380475594493,8.939561404063854,-5.435180928469361,1
18.778043031692505,1788289428.6570206,13.065646908859147,15.95744680851064,-2.891799899651492,23,196,117,21738.41408805243,20280.771597949537,42019.18568600196,0.0346899271441255,23,196,18.774759769439697,42019.18568600196,20.0,116.0,15.95744680851064,17105.069730343774,3.504380475594493,8.939631153406756,-5.435250677812263,1
18.82810950279236,1788289428.707087,13.065646908859147,15.95744680851064,-2.891799899651492,18,200,116,21757.05180956022,20297.36578775569,42054.41759731592,0.0347094575362207,18,200,18.82482624053955,42054.41759731592,20.0,116.0,15.95744680851064,17140.301641657734,3.504380475594493,8.939708663611647,-5.435328188017154,1
18.878108978271484,1788289428.7570865,13.065646908859147,15.95744680851064,-2.891799899651492,20,200,116,21754.4561253362,20327.84657650244,42082.30270183863,0.0339004630745035,20,200,18.87482571601868,42082.30270183863,20.0,117.0,15.95744680851064,17168.18674618044,3.504380475594493,8.939770010841597,-5.435389535247104,1
